match_date,Winners
10/21/2018,COMPLEXITY
10/21/2018,COMPLEXITY
10/21/2018,MOUSESPORTS
10/21/2018,G2
10/21/2018,MOUSESPORTS
10/21/2018,BIG
10/21/2018,MOUSESPORTS
10/21/2018,NORTH
10/21/2018,FAZE
10/21/2018,NORTH
10/21/2018,NATUS VINCERE
10/21/2018,NATUS VINCERE
10/21/2018,MIBR
10/21/2018,MIBR
10/20/2018,BIG
10/20/2018,HEROIC
10/20/2018,ASTRALIS
10/20/2018,ASTRALIS
10/20/2018,NORTH
10/20/2018,NATUS VINCERE
10/20/2018,FAZE
10/20/2018,ASTRALIS
10/20/2018,NATUS VINCERE
10/20/2018,G2
10/19/2018,LIQUID
10/19/2018,COMPLEXITY
10/19/2018,MIBR
10/19/2018,MIBR
10/19/2018,HELLRAISERS
10/19/2018,ASTRALIS
10/19/2018,HELLRAISERS
10/19/2018,NIP
10/19/2018,ASTRALIS
10/19/2018,MOUSESPORTS
10/19/2018,G2
10/19/2018,ASTRALIS
10/19/2018,NORTH
10/19/2018,ASTRALIS
10/19/2018,BIG
10/19/2018,OPTIC
10/19/2018,BIG
10/18/2018,NORTH
10/18/2018,NIP
10/18/2018,OPTIC
10/18/2018,NORTH
10/18/2018,MOUSESPORTS
10/18/2018,NATUS VINCERE
10/18/2018,NATUS VINCERE
10/18/2018,BIG
10/18/2018,NATUS VINCERE
10/18/2018,NIP
10/17/2018,FAZE
10/17/2018,NATUS VINCERE
10/17/2018,NIP
10/17/2018,MOUSESPORTS
10/17/2018,BIG
10/17/2018,NIP
10/17/2018,ASTRALIS
10/17/2018,ASTRALIS
10/17/2018,G2
10/17/2018,G2
10/16/2018,NRG
10/16/2018,NATUS VINCERE
10/16/2018,ASTRALIS
10/16/2018,NATUS VINCERE
10/16/2018,ASTRALIS
10/16/2018,NIP
10/12/2018,NRG
10/12/2018,ENCE
10/11/2018,NORTH
10/11/2018,NORTH
10/10/2018,BIG
10/10/2018,BIG
10/9/2018,MOUSESPORTS
10/9/2018,MOUSESPORTS
10/9/2018,NORTH
10/9/2018,ENCE
10/9/2018,BIG
10/8/2018,NRG
10/8/2018,TYLOO
10/7/2018,GAMBIT
10/7/2018,NORTH
10/7/2018,NORTH
10/7/2018,NRG
10/7/2018,ENCE
10/6/2018,LIQUID
10/6/2018,MIBR
10/6/2018,ASTRALIS
10/6/2018,ASTRALIS
10/5/2018,G2
10/5/2018,ASTRALIS
10/5/2018,G2
10/5/2018,ASTRALIS
10/4/2018,FAZE
10/4/2018,G2
10/4/2018,ASTRALIS
10/4/2018,MOUSESPORTS
10/4/2018,ASTRALIS
10/4/2018,MOUSESPORTS
10/3/2018,COMPLEXITY
10/3/2018,NRG
10/3/2018,BIG
10/3/2018,ASTRALIS
10/3/2018,HELLRAISERS
10/3/2018,FNATIC
10/3/2018,ASTRALIS
10/3/2018,NORTH
10/3/2018,HEROIC
10/3/2018,ASTRALIS
10/3/2018,MOUSESPORTS
10/3/2018,MOUSESPORTS
10/2/2018,BIG
10/2/2018,HEROIC
10/2/2018,NORTH
10/2/2018,HEROIC
10/2/2018,NORTH
10/2/2018,NORTH
10/2/2018,BIG
10/2/2018,HELLRAISERS
9/30/2018,MOUSESPORTS
9/30/2018,HEROIC
9/29/2018,LIQUID
9/29/2018,ASTRALIS
9/29/2018,MOUSESPORTS
9/29/2018,ASTRALIS
9/29/2018,ASTRALIS
9/28/2018,NRG
9/28/2018,MIBR
9/28/2018,GAMBIT
9/28/2018,HEROIC
9/27/2018,LIQUID
9/27/2018,MOUSESPORTS
9/27/2018,NRG
9/26/2018,NATUS VINCERE
9/26/2018,LIQUID
9/26/2018,G2
9/26/2018,MOUSESPORTS
9/26/2018,GAMBIT
9/23/2018,ASTRALIS
9/22/2018,ASTRALIS
9/22/2018,NATUS VINCERE
9/21/2018,ASTRALIS
9/21/2018,LIQUID
9/20/2018,MIBR
9/20/2018,NATUS VINCERE
9/16/2018,MIBR
9/16/2018,FAZE
9/16/2018,HELLRAISERS
9/15/2018,ASTRALIS
9/15/2018,NATUS VINCERE
9/15/2018,FAZE
9/15/2018,NIP
9/15/2018,BIG
9/14/2018,FAZE
9/14/2018,LIQUID
9/14/2018,MIBR
9/14/2018,NATUS VINCERE
9/14/2018,HELLRAISERS
9/14/2018,FNATIC
9/13/2018,MIBR
9/13/2018,NATUS VINCERE
9/13/2018,LIQUID
9/13/2018,ASTRALIS
9/13/2018,BIG
9/12/2018,ASTRALIS
9/12/2018,NIP
9/12/2018,TYLOO
9/12/2018,BIG
9/12/2018,G2
9/9/2018,BIG
9/8/2018,BIG
9/8/2018,HELLRAISERS
9/8/2018,TYLOO
9/7/2018,NORTH
9/7/2018,OPTIC
9/7/2018,HELLRAISERS
9/7/2018,NIP
9/6/2018,OPTIC
9/6/2018,GAMBIT
9/6/2018,LIQUID
9/6/2018,NIP
9/5/2018,LIQUID
9/5/2018,HELLRAISERS
9/5/2018,BIG
9/5/2018,TYLOO
9/5/2018,NIP
9/4/2018,ENCE
9/2/2018,NORTH
9/2/2018,NORTH
9/2/2018,ASTRALIS
9/1/2018,NORTH
9/1/2018,MOUSESPORTS
9/1/2018,ASTRALIS
8/31/2018,MOUSESPORTS
8/31/2018,ASTRALIS
8/30/2018,MIBR
8/30/2018,FAZE
8/30/2018,HELLRAISERS
8/30/2018,NORTH
8/29/2018,NATUS VINCERE
8/29/2018,MIBR
8/29/2018,OPTIC
8/29/2018,MOUSESPORTS
8/29/2018,NIP
8/29/2018,NORTH
8/25/2018,NORTH
8/24/2018,NORTH
8/23/2018,ENCE
8/6/2018,NRG
8/5/2018,NRG
8/1/2018,NRG
7/29/2018,ASTRALIS
7/28/2018,LIQUID
7/28/2018,ASTRALIS
7/25/2018,MOUSESPORTS
7/25/2018,LIQUID
7/24/2018,FNATIC
7/24/2018,MIBR
7/23/2018,NATUS VINCERE
7/23/2018,ASTRALIS
7/22/2018,NATUS VINCERE
7/22/2018,NIP
7/22/2018,NIP
7/22/2018,OPTIC
7/21/2018,LIQUID
7/21/2018,ASTRALIS
7/21/2018,OPTIC
7/20/2018,RENEGADES
7/19/2018,OPTIC
7/18/2018,TYLOO
7/7/2018,NATUS VINCERE
7/6/2018,NATUS VINCERE
7/5/2018,FAZE
7/5/2018,MIBR
7/4/2018,NATUS VINCERE
7/4/2018,FAZE
7/4/2018,NORTH
7/3/2018,NATUS VINCERE
7/3/2018,ASTRALIS
7/3/2018,FNATIC
7/3/2018,MIBR
7/3/2018,MOUSESPORTS
7/3/2018,CLOUD9
7/1/2018,NIP
6/28/2018,SPACE SOLDIERS
6/27/2018,HELLRAISERS
6/27/2018,SPACE SOLDIERS
6/27/2018,OPTIC
6/26/2018,NRG
6/26/2018,GAMBIT
6/26/2018,GAMBIT
6/26/2018,NORTH
6/26/2018,HELLRAISERS
6/17/2018,NORTH
6/17/2018,GAMBIT
6/17/2018,NORTH
6/17/2018,TYLOO
6/16/2018,FAZE
6/16/2018,AGO
6/15/2018,SK
6/14/2018,FAZE
6/14/2018,NATUS VINCERE
6/13/2018,SPACE SOLDIERS
6/10/2018,SK
6/10/2018,ASTRALIS
6/10/2018,VIRTUS.PRO
6/10/2018,ASTRALIS
6/10/2018,LIQUID
6/9/2018,LIQUID
6/9/2018,FNATIC
6/8/2018,NRG
6/8/2018,ASTRALIS
6/8/2018,LIQUID
6/8/2018,ASTRALIS
6/3/2018,SPACE SOLDIERS
6/3/2018,NATUS VINCERE
6/2/2018,NATUS VINCERE
6/2/2018,MOUSESPORTS
6/2/2018,NORTH
6/1/2018,NORTH
5/31/2018,MOUSESPORTS
5/31/2018,RENEGADES
5/31/2018,NIP
5/31/2018,GODSENT
5/30/2018,SK
5/30/2018,AGO
5/30/2018,NATUS VINCERE
5/30/2018,NIP
5/30/2018,NORTH
5/30/2018,RENEGADES
5/29/2018,AGO
5/29/2018,LIQUID
5/29/2018,MOUSESPORTS
5/29/2018,HELLRAISERS
5/29/2018,VIRTUS.PRO
5/28/2018,NIP
5/28/2018,GODSENT
5/28/2018,MOUSESPORTS
5/28/2018,TYLOO
5/28/2018,LIQUID
5/26/2018,GAMBIT
5/26/2018,NORTH
5/26/2018,SPACE SOLDIERS
5/26/2018,GAMBIT
5/25/2018,NORTH
5/25/2018,HELLRAISERS
5/25/2018,HELLRAISERS
5/25/2018,VIRTUS.PRO
5/23/2018,SK
5/21/2018,NORTH
5/21/2018,HELLRAISERS
5/21/2018,NORTH
5/20/2018,ASTRALIS
5/20/2018,GAMBIT
5/19/2018,ASTRALIS
5/19/2018,LIQUID
5/19/2018,GODSENT
5/19/2018,GODSENT
5/18/2018,FAZE
5/18/2018,LIQUID
5/17/2018,ASTRALIS
5/17/2018,NATUS VINCERE
5/17/2018,SK
5/16/2018,ASTRALIS
5/16/2018,MOUSESPORTS
5/15/2018,FAZE
5/15/2018,SK
5/15/2018,FAZE
5/15/2018,AGO
5/12/2018,NIP
5/11/2018,G2
5/11/2018,G2
5/10/2018,SK
5/10/2018,SK
5/10/2018,FAZE
5/10/2018,GODSENT
5/10/2018,FAZE
5/10/2018,GODSENT
5/10/2018,ASTRALIS
5/10/2018,NIP
5/10/2018,FNATIC
5/10/2018,ASTRALIS
5/9/2018,GAMBIT
5/9/2018,GAMBIT
5/9/2018,MOUSESPORTS
5/9/2018,G2
5/6/2018,GODSENT
5/6/2018,FAZE
5/5/2018,ASTRALIS
5/4/2018,AGO
5/4/2018,MOUSESPORTS
5/4/2018,FAZE
5/3/2018,MOUSESPORTS
5/3/2018,ASTRALIS
5/3/2018,FAZE
5/3/2018,G2
5/2/2018,FNATIC
5/2/2018,ASTRALIS
5/1/2018,RENEGADES
5/1/2018,ASTRALIS
4/27/2018,NRG
4/26/2018,SK
4/26/2018,SK
4/26/2018,NIP
4/26/2018,HELLRAISERS
4/26/2018,MOUSESPORTS
4/26/2018,G2
4/26/2018,FAZE
4/26/2018,NORTH
4/26/2018,GODSENT
4/26/2018,NATUS VINCERE
4/26/2018,NIP
4/26/2018,MOUSESPORTS
4/26/2018,FAZE
4/25/2018,G2
4/25/2018,G2
4/25/2018,NATUS VINCERE
4/25/2018,NIP
4/25/2018,NATUS VINCERE
4/25/2018,NIP
4/25/2018,ENVY
4/25/2018,ASTRALIS
4/24/2018,G2
4/24/2018,FAZE
4/24/2018,ASTRALIS
4/24/2018,MOUSESPORTS
4/24/2018,MOUSESPORTS
4/24/2018,ASTRALIS
4/24/2018,HEROIC
4/24/2018,HEROIC
4/22/2018,ASTRALIS
4/22/2018,ASTRALIS
4/22/2018,NATUS VINCERE
4/21/2018,FNATIC
4/21/2018,ASTRALIS
4/21/2018,GAMBIT
4/21/2018,NATUS VINCERE
4/20/2018,GAMBIT
4/20/2018,FNATIC
4/20/2018,MOUSESPORTS
4/19/2018,ASTRALIS
4/19/2018,NATUS VINCERE
4/19/2018,NIP
4/19/2018,CLOUD9
4/18/2018,GAMBIT
4/18/2018,ASTRALIS
4/18/2018,LIQUID
4/18/2018,NATUS VINCERE
4/18/2018,CLOUD9
4/18/2018,NIP
4/14/2018,SPACE SOLDIERS
4/13/2018,SPACE SOLDIERS
4/12/2018,CLOUD9
4/12/2018,CLOUD9
4/12/2018,MOUSESPORTS
4/12/2018,MOUSESPORTS
4/12/2018,HELLRAISERS
4/12/2018,NIP
4/12/2018,NORTH
4/12/2018,SPACE SOLDIERS
4/11/2018,CLOUD9
4/11/2018,SPACE SOLDIERS
4/11/2018,SPACE SOLDIERS
4/11/2018,NATUS VINCERE
4/11/2018,NATUS VINCERE
4/11/2018,FAZE
4/11/2018,FAZE
4/11/2018,HELLRAISERS
4/11/2018,FNATIC
4/11/2018,FAZE
4/11/2018,G2
4/10/2018,RENEGADES
4/10/2018,RENEGADES
4/10/2018,G2
4/10/2018,G2
4/10/2018,MOUSESPORTS
4/10/2018,HEROIC
4/10/2018,VIRTUS.PRO
4/10/2018,NATUS VINCERE
4/10/2018,FNATIC
4/10/2018,G2
4/10/2018,FAZE
4/10/2018,ASTRALIS
4/10/2018,ASTRALIS
4/10/2018,FAZE
4/8/2018,ASTRALIS
4/8/2018,MOUSESPORTS
4/8/2018,HELLRAISERS
4/8/2018,VIRTUS.PRO
4/8/2018,GAMBIT
4/7/2018,FNATIC
4/7/2018,HELLRAISERS
4/7/2018,FNATIC
4/6/2018,FNATIC
4/6/2018,MOUSESPORTS
4/6/2018,FAZE
4/6/2018,FNATIC
4/5/2018,LIQUID
4/5/2018,LIQUID
4/5/2018,LIQUID
4/5/2018,CLOUD9
4/5/2018,NIP
4/5/2018,NIP
4/5/2018,HEROIC
4/5/2018,SPACE SOLDIERS
4/5/2018,ASTRALIS
4/5/2018,NIP
4/5/2018,ASTRALIS
4/5/2018,SPACE SOLDIERS
4/5/2018,NIP
4/5/2018,LIQUID
4/5/2018,NRG
4/4/2018,CLOUD9
4/4/2018,NRG
4/4/2018,SPACE SOLDIERS
4/4/2018,FNATIC
4/4/2018,NATUS VINCERE
4/4/2018,NORTH
4/4/2018,HEROIC
4/4/2018,FAZE
4/4/2018,NRG
4/3/2018,NRG
4/3/2018,CLOUD9
4/3/2018,CLOUD9
4/3/2018,NORTH
4/3/2018,NORTH
4/3/2018,NIP
4/3/2018,GAMBIT
4/3/2018,NIP
4/3/2018,FNATIC
4/3/2018,HELLRAISERS
4/3/2018,MOUSESPORTS
4/3/2018,SPACE SOLDIERS
4/2/2018,SPACE SOLDIERS
3/31/2018,NORTH
3/30/2018,ASTRALIS
3/30/2018,VIRTUS.PRO
3/30/2018,ASTRALIS
3/29/2018,VIRTUS.PRO
3/29/2018,GAMBIT
3/25/2018,ASTRALIS
3/25/2018,ASTRALIS
3/25/2018,MOUSESPORTS
3/25/2018,SPACE SOLDIERS
3/25/2018,FNATIC
3/25/2018,FNATIC
3/25/2018,MOUSESPORTS
3/25/2018,VIRTUS.PRO
3/23/2018,HELLRAISERS
3/23/2018,FAZE
3/23/2018,VIRTUS.PRO
3/23/2018,MOUSESPORTS
3/22/2018,NORTH
3/22/2018,NORTH
3/21/2018,ASTRALIS
3/21/2018,ASTRALIS
3/21/2018,HELLRAISERS
3/21/2018,NIP
3/20/2018,G2
3/20/2018,G2
3/20/2018,ASTRALIS
3/20/2018,HELLRAISERS
3/20/2018,HEROIC
3/20/2018,NIP
3/18/2018,FNATIC
3/16/2018,AGO
3/15/2018,LIQUID
3/15/2018,LIQUID
3/15/2018,HEROIC
3/15/2018,ASTRALIS
3/15/2018,MOUSESPORTS
3/15/2018,ASTRALIS
3/15/2018,NIP
3/15/2018,FAZE
3/15/2018,NIP
3/15/2018,FAZE
3/15/2018,ASTRALIS
3/15/2018,ASTRALIS
3/14/2018,NIP
3/14/2018,MOUSESPORTS
3/14/2018,FAZE
3/14/2018,VIRTUS.PRO
3/14/2018,FAZE
3/14/2018,G2
3/14/2018,MOUSESPORTS
3/14/2018,FNATIC
3/13/2018,G2
3/13/2018,VIRTUS.PRO
3/13/2018,ASTRALIS
3/13/2018,FAZE
3/13/2018,HEROIC
3/13/2018,ASTRALIS
3/13/2018,HEROIC
3/13/2018,ASTRALIS
3/13/2018,MOUSESPORTS
3/13/2018,MOUSESPORTS
3/8/2018,LIQUID
3/8/2018,LIQUID
3/8/2018,HEROIC
3/8/2018,GAMBIT
3/8/2018,SPACE SOLDIERS
3/8/2018,SPACE SOLDIERS
3/8/2018,NIP
3/8/2018,NIP
3/7/2018,GAMBIT
3/7/2018,HEROIC
3/7/2018,HELLRAISERS
3/7/2018,NATUS VINCERE
3/7/2018,NATUS VINCERE
3/6/2018,NATUS VINCERE
3/6/2018,SPACE SOLDIERS
3/6/2018,NORTH
3/6/2018,MOUSESPORTS
3/4/2018,FNATIC
3/3/2018,FNATIC
3/3/2018,FAZE
3/2/2018,LIQUID
3/2/2018,FAZE
3/1/2018,NIP
3/1/2018,FNATIC
3/1/2018,CLOUD9
3/1/2018,ASTRALIS
3/1/2018,NIP
3/1/2018,NORTH
2/28/2018,SK
2/28/2018,FNATIC
2/28/2018,CLOUD9
2/28/2018,FAZE
2/28/2018,HEROIC
2/27/2018,LIQUID
2/27/2018,ASTRALIS
2/27/2018,G2
2/27/2018,FNATIC
2/27/2018,NORTH
2/27/2018,LIQUID
2/27/2018,ASTRALIS
2/25/2018,MOUSESPORTS
2/25/2018,LIQUID
2/25/2018,AGO
2/24/2018,NATUS VINCERE
2/24/2018,MOUSESPORTS
2/23/2018,NATUS VINCERE
2/23/2018,MOUSESPORTS
2/23/2018,FAZE
2/23/2018,LIQUID
2/21/2018,MOUSESPORTS
2/21/2018,NATUS VINCERE
2/21/2018,RENEGADES
2/20/2018,SK
2/20/2018,ASTRALIS
2/20/2018,LIQUID
2/20/2018,HELLRAISERS
2/20/2018,CLOUD9
2/19/2018,FAZE
2/19/2018,G2
2/19/2018,ASTRALIS
2/19/2018,SK
2/19/2018,RENEGADES
2/19/2018,LIQUID
2/18/2018,G2
2/18/2018,FAZE
2/18/2018,MOUSESPORTS
2/18/2018,NATUS VINCERE
2/18/2018,LIQUID
2/18/2018,HEROIC
2/17/2018,ASTRALIS
2/17/2018,MOUSESPORTS
2/17/2018,NATUS VINCERE
2/17/2018,G2
2/17/2018,GAMBIT
2/17/2018,CLOUD9
2/15/2018,NIP
2/15/2018,FNATIC
2/15/2018,NIP
2/15/2018,FNATIC
2/15/2018,NORTH
2/15/2018,HEROIC
2/15/2018,NATUS VINCERE
2/15/2018,HEROIC
2/15/2018,FNATIC
2/15/2018,FAZE
2/15/2018,FNATIC
2/15/2018,FAZE
2/14/2018,G2
2/14/2018,G2
2/14/2018,ASTRALIS
2/14/2018,HELLRAISERS
2/14/2018,HELLRAISERS
2/14/2018,MOUSESPORTS
2/14/2018,NATUS VINCERE
2/14/2018,SPACE SOLDIERS
2/14/2018,NATUS VINCERE
2/14/2018,SPACE SOLDIERS
2/13/2018,CLOUD9
2/13/2018,SK
2/13/2018,ASTRALIS
2/13/2018,ASTRALIS
2/13/2018,HELLRAISERS
2/13/2018,MOUSESPORTS
2/13/2018,NATUS VINCERE
2/13/2018,MOUSESPORTS
2/13/2018,FAZE
2/13/2018,FAZE
2/11/2018,LIQUID
2/11/2018,LIQUID
2/10/2018,LIQUID
2/10/2018,CLOUD9
2/10/2018,HEROIC
2/10/2018,HEROIC
2/9/2018,CLOUD9
2/9/2018,SK
2/9/2018,CLOUD9
2/8/2018,LIQUID
2/8/2018,NORTH
2/5/2018,SK
2/4/2018,GAMBIT
2/4/2018,NORTH
2/3/2018,LIQUID
2/3/2018,NATUS VINCERE
2/3/2018,GAMBIT
2/1/2018,CLOUD9
1/28/2018,CLOUD9
1/28/2018,CLOUD9
1/27/2018,FAZE
1/27/2018,SK
1/26/2018,CLOUD9
1/26/2018,FAZE
1/23/2018,MOUSESPORTS
1/22/2018,CLOUD9
1/22/2018,FNATIC
1/22/2018,NATUS VINCERE
1/22/2018,SK
1/22/2018,VEGA SQUADRON
1/22/2018,CLOUD9
1/21/2018,GAMBIT
1/21/2018,CLOUD9
1/21/2018,FAZE
1/21/2018,FNATIC
1/21/2018,NATUS VINCERE
1/21/2018,MOUSESPORTS
1/20/2018,ASTRALIS
1/20/2018,FNATIC
1/20/2018,SK
1/20/2018,G2
1/20/2018,FAZE
1/20/2018,SPACE SOLDIERS
1/19/2018,SK
1/19/2018,GAMBIT
1/19/2018,G2
1/19/2018,MOUSESPORTS
1/19/2018,FAZE
1/19/2018,VEGA SQUADRON
1/16/2018,NATUS VINCERE
1/15/2018,MOUSESPORTS
1/15/2018,FAZE
1/14/2018,CLOUD9
1/14/2018,LIQUID
1/13/2018,G2
1/13/2018,RENEGADES
1/13/2018,MOUSESPORTS
1/12/2018,CLOUD9
1/12/2018,FAZE
12/22/2019,VITALITY
12/22/2019,MOUSESPORTS
12/21/2019,G2
12/21/2019,EVIL GENIUSES
12/19/2019,FORZE
12/19/2019,FORZE
12/18/2019,MOUSESPORTS
12/18/2019,MOUSESPORTS
12/18/2019,EVIL GENIUSES
12/17/2019,VITALITY
12/16/2019,MOUSESPORTS
12/15/2019,MOUSESPORTS
12/15/2019,MOUSESPORTS
12/14/2019,ASTRALIS
12/14/2019,LIQUID
12/14/2019,FURIA
12/14/2019,FURIA
12/13/2019,MIBR
12/13/2019,MOUSESPORTS
12/13/2019,G2
12/13/2019,G2
12/13/2019,LIQUID
12/13/2019,ASTRALIS
12/13/2019,G2
12/13/2019,MIBR
12/12/2019,ASTRALIS
12/12/2019,NIP
12/8/2019,MOUSESPORTS
12/7/2019,MOUSESPORTS
12/7/2019,FNATIC
12/6/2019,MOUSESPORTS
12/6/2019,FNATIC
12/5/2019,ASTRALIS
12/5/2019,NATUS VINCERE
12/5/2019,FNATIC
12/4/2019,FNATIC
12/4/2019,LIQUID
12/4/2019,100 THIEVES
12/4/2019,ASTRALIS
12/3/2019,FNATIC
12/3/2019,EVIL GENIUSES
12/3/2019,FAZE
12/3/2019,NATUS VINCERE
12/3/2019,100 THIEVES
12/3/2019,EVIL GENIUSES
12/3/2019,MIBR
12/3/2019,NATUS VINCERE
12/1/2019,ASTRALIS
11/30/2019,LIQUID
11/30/2019,ASTRALIS
11/30/2019,FORZE
11/30/2019,CR4ZY
11/30/2019,FNATIC
11/29/2019,EVIL GENIUSES
11/29/2019,NIP
11/29/2019,ASTRALIS
11/28/2019,LIQUID
11/28/2019,FNATIC
11/28/2019,LIQUID
11/28/2019,EVIL GENIUSES
11/24/2019,MOUSESPORTS
11/24/2019,ENCE
11/23/2019,MOUSESPORTS
11/23/2019,MIBR
11/21/2019,ENCE
11/21/2019,EVIL GENIUSES
11/20/2019,MIBR
11/19/2019,100 THIEVES
11/18/2019,FAZE
11/17/2019,FNATIC
11/16/2019,FAZE
11/13/2019,NIP
11/11/2019,FORZE
11/11/2019,CR4ZY
11/10/2019,ASTRALIS
11/9/2019,ASTRALIS
11/9/2019,100 THIEVES
11/8/2019,FAZE
11/8/2019,100 THIEVES
11/8/2019,VITALITY
11/7/2019,CR4ZY
11/7/2019,FORZE
11/7/2019,ASTRALIS
11/7/2019,FAZE
11/7/2019,100 THIEVES
11/6/2019,TRICKED
11/6/2019,AVANGAR
11/2/2019,NATUS VINCERE
11/2/2019,ASTRALIS
11/2/2019,NIP
11/2/2019,ASTRALIS
11/1/2019,NIP
11/1/2019,NATUS VINCERE
10/31/2019,HEROIC
10/31/2019,HEROIC
10/30/2019,FNATIC
10/30/2019,NORTH
10/30/2019,MOUSESPORTS
10/28/2019,TRICKED
10/27/2019,EVIL GENIUSES
10/27/2019,FNATIC
10/26/2019,FURIA
10/26/2019,EVIL GENIUSES
10/26/2019,RENEGADES
10/26/2019,FURIA
10/25/2019,EVIL GENIUSES
10/25/2019,FNATIC
10/25/2019,MIBR
10/25/2019,FURIA
10/24/2019,FORZE
10/24/2019,EVIL GENIUSES
10/24/2019,FNATIC
10/24/2019,G2
10/24/2019,EVIL GENIUSES
10/24/2019,FNATIC
10/24/2019,RENEGADES
10/23/2019,EVIL GENIUSES
10/23/2019,FURIA
10/23/2019,FNATIC
10/23/2019,MIBR
10/23/2019,HEROIC
10/22/2019,G2
10/22/2019,NIP
10/22/2019,G2
10/22/2019,AVANGAR
10/22/2019,NIP
10/21/2019,RENEGADES
10/21/2019,VITALITY
10/21/2019,RENEGADES
10/21/2019,NORTH
10/20/2019,CR4ZY
10/19/2019,NATUS VINCERE
10/16/2019,LIQUID
10/16/2019,ASTRALIS
10/16/2019,TRICKED
10/15/2019,ASTRALIS
10/14/2019,FNATIC
10/13/2019,NIP
10/11/2019,FURIA
10/5/2019,VITALITY
10/4/2019,VITALITY
10/3/2019,NATUS VINCERE
10/3/2019,ASTRALIS
10/3/2019,MOUSESPORTS
10/2/2019,FURIA
10/2/2019,NATUS VINCERE
10/2/2019,LIQUID
10/2/2019,MOUSESPORTS
10/1/2019,VITALITY
10/1/2019,VIRTUS.PRO
10/1/2019,ASTRALIS
10/1/2019,NIP
10/1/2019,OPTIC
10/1/2019,NATUS VINCERE
10/1/2019,G2
9/29/2019,EVIL GENIUSES
9/28/2019,EVIL GENIUSES
9/28/2019,ASTRALIS
9/27/2019,G2
9/27/2019,EVIL GENIUSES
9/26/2019,LIQUID
9/26/2019,EVIL GENIUSES
9/21/2019,HEROIC
9/20/2019,MOUSESPORTS
9/20/2019,MOUSESPORTS
9/20/2019,FORZE
9/19/2019,AVANGAR
9/19/2019,MIBR
9/16/2019,MOUSESPORTS
9/16/2019,MOUSESPORTS
9/14/2019,FURIA
9/14/2019,AVANGAR
9/14/2019,NIP
9/14/2019,MIBR
9/14/2019,AVANGAR
9/14/2019,FORZE
9/14/2019,AVANGAR
9/14/2019,NIP
9/13/2019,FORZE
9/13/2019,MIBR
9/13/2019,NIP
9/13/2019,MIBR
9/12/2019,MOUSESPORTS
9/8/2019,ASTRALIS
9/7/2019,ASTRALIS
9/7/2019,AVANGAR
9/6/2019,ASTRALIS
9/6/2019,NRG
9/5/2019,AVANGAR
9/5/2019,RENEGADES
9/1/2019,NATUS VINCERE
9/1/2019,LIQUID
9/1/2019,RENEGADES
8/31/2019,ASTRALIS
8/31/2019,LIQUID
8/31/2019,VITALITY
8/31/2019,AVANGAR
8/31/2019,NATUS VINCERE
8/30/2019,NRG
8/30/2019,NORTH
8/30/2019,ENCE
8/30/2019,CR4ZY
8/30/2019,G2
8/30/2019,AVANGAR
8/30/2019,MOUSESPORTS
8/29/2019,ASTRALIS
8/29/2019,ENCE
8/29/2019,VITALITY
8/29/2019,NRG
8/29/2019,MOUSESPORTS
8/29/2019,CR4ZY
8/29/2019,NATUS VINCERE
8/28/2019,MIBR
8/28/2019,G2
8/28/2019,FAZE
8/28/2019,VITALITY
8/28/2019,LIQUID
8/28/2019,NRG
8/28/2019,ASTRALIS
8/28/2019,ENCE
8/26/2019,VITALITY
8/24/2019,NORTH
8/24/2019,MOUSESPORTS
8/23/2019,CR4ZY
7/21/2019,LIQUID
7/21/2019,CR4ZY
7/20/2019,LIQUID
7/20/2019,ENCE
7/20/2019,MOUSESPORTS
7/20/2019,CR4ZY
7/19/2019,VITALITY
7/19/2019,MIBR
7/19/2019,MOUSESPORTS
7/19/2019,ENCE
7/19/2019,VITALITY
7/19/2019,NORTH
7/19/2019,NRG
7/18/2019,LIQUID
7/18/2019,ENCE
7/18/2019,HEROIC
7/17/2019,FNATIC
7/15/2019,LIQUID
7/14/2019,FAZE
7/14/2019,FURIA
7/14/2019,LIQUID
7/13/2019,LIQUID
7/13/2019,NRG
7/13/2019,LIQUID
7/13/2019,FAZE
7/13/2019,FAZE
7/12/2019,VITALITY
7/9/2019,G2
7/9/2019,CR4ZY
7/9/2019,CR4ZY
7/7/2019,LIQUID
7/6/2019,LIQUID
7/6/2019,VITALITY
7/5/2019,NATUS VINCERE
7/5/2019,VITALITY
7/4/2019,VITALITY
7/4/2019,ASTRALIS
7/4/2019,NATUS VINCERE
7/4/2019,LIQUID
7/4/2019,VITALITY
7/3/2019,NATUS VINCERE
7/3/2019,NIP
7/3/2019,MOUSESPORTS
7/3/2019,ASTRALIS
7/3/2019,VITALITY
7/2/2019,NRG
7/2/2019,LIQUID
7/2/2019,FURIA
7/2/2019,NIP
7/2/2019,HEROIC
7/2/2019,FNATIC
7/2/2019,FAZE
7/2/2019,NRG
7/2/2019,NATUS VINCERE
6/29/2019,HEROIC
6/25/2019,HEROIC
6/25/2019,HEROIC
6/23/2019,LIQUID
6/22/2019,LIQUID
6/22/2019,G2
6/21/2019,LIQUID
6/21/2019,G2
6/20/2019,MOUSESPORTS
6/20/2019,LIQUID
6/20/2019,NRG
6/20/2019,MIBR
6/19/2019,FAZE
6/18/2019,NRG
6/18/2019,FNATIC
6/18/2019,MOUSESPORTS
6/18/2019,NORTH
6/18/2019,G2
