match_date,Winners
11/15/2017,NIP
11/15/2017,MOUSESPORTS
11/15/2017,BIG
11/15/2017,G2
11/15/2017,FAZE
11/15/2017,LIQUID
11/15/2017,RENEGADES
11/15/2017,LIQUID
11/15/2017,FAZE
11/14/2017,FAZE
11/14/2017,OPTIC
11/14/2017,ASTRALIS
11/14/2017,CLOUD9
11/14/2017,SK
11/14/2017,SK
11/14/2017,HEROIC
11/14/2017,HEROIC
11/13/2017,CLOUD9
11/12/2017,CLOUD9
11/12/2017,RENEGADES
11/12/2017,LIQUID
11/11/2017,RENEGADES
11/11/2017,NATUS VINCERE
11/11/2017,FNATIC
11/11/2017,ENVY
11/11/2017,MOUSESPORTS
11/11/2017,NORTH
11/11/2017,NIP
11/11/2017,ASTRALIS
11/11/2017,FAZE
11/11/2017,NORTH
11/11/2017,FNATIC
11/11/2017,FAZE
11/11/2017,FAZE
11/11/2017,HEROIC
11/11/2017,RENEGADES
11/11/2017,RENEGADES
11/10/2017,MOUSESPORTS
11/10/2017,MOUSESPORTS
11/10/2017,NATUS VINCERE
11/10/2017,VIRTUS.PRO
11/10/2017,NATUS VINCERE
11/10/2017,HEROIC
11/9/2017,NORTH
11/9/2017,ASTRALIS
11/9/2017,HEROIC
11/9/2017,ENVY
11/9/2017,NIP
11/9/2017,GAMBIT
11/9/2017,FAZE
11/9/2017,NIP
11/9/2017,ASTRALIS
11/9/2017,MOUSESPORTS
11/9/2017,FNATIC
11/8/2017,ASTRALIS
11/8/2017,FNATIC
11/8/2017,FNATIC
11/8/2017,ASTRALIS
11/8/2017,G2
11/8/2017,G2
11/8/2017,LIQUID
11/8/2017,CLOUD9
11/7/2017,ASTRALIS
11/7/2017,ASTRALIS
11/7/2017,ENVY
11/7/2017,ENVY
11/5/2017,LIQUID
11/5/2017,SPACE SOLDIERS
11/5/2017,RENEGADES
11/4/2017,SPACE SOLDIERS
11/4/2017,VIRTUS.PRO
11/3/2017,VIRTUS.PRO
11/2/2017,NIP
11/2/2017,NIP
11/1/2017,MOUSESPORTS
11/1/2017,ASTRALIS
11/1/2017,NATUS VINCERE
11/1/2017,FNATIC
10/31/2017,ASTRALIS
10/31/2017,FNATIC
10/31/2017,G2
10/31/2017,MOUSESPORTS
10/29/2017,FAZE
10/29/2017,FNATIC
10/29/2017,SK
10/29/2017,NIP
10/29/2017,ENVY
10/29/2017,G2
10/28/2017,NIP
10/28/2017,MOUSESPORTS
10/28/2017,SK
10/27/2017,CLOUD9
10/27/2017,CLOUD9
10/27/2017,G2
10/27/2017,G2
10/26/2017,FNATIC
10/26/2017,FNATIC
10/26/2017,ENVY
10/26/2017,FAZE
10/26/2017,ASTRALIS
10/26/2017,VIRTUS.PRO
10/25/2017,LIQUID
10/25/2017,LIQUID
10/25/2017,FAZE
10/25/2017,MOUSESPORTS
10/25/2017,G2
10/25/2017,FNATIC
10/25/2017,FNATIC
10/25/2017,SK
10/25/2017,ASTRALIS
10/25/2017,VIRTUS.PRO
10/24/2017,NORTH
10/24/2017,G2
10/24/2017,FAZE
10/24/2017,G2
10/24/2017,G2
10/24/2017,SK
10/22/2017,CLOUD9
10/22/2017,CLOUD9
10/22/2017,FAZE
10/22/2017,BIG
10/22/2017,FAZE
10/21/2017,RENEGADES
10/21/2017,ASTRALIS
10/21/2017,ASTRALIS
10/21/2017,LIQUID
10/20/2017,BIG
10/20/2017,CLOUD9
10/20/2017,RENEGADES
10/20/2017,FNATIC
10/20/2017,FNATIC
10/20/2017,ASTRALIS
10/20/2017,ASTRALIS
10/19/2017,HEROIC
10/19/2017,ENVY
10/19/2017,HELLRAISERS
10/19/2017,ASTRALIS
10/19/2017,RENEGADES
10/19/2017,CLOUD9
10/18/2017,GAMBIT
10/18/2017,G2
10/18/2017,BIG
10/17/2017,NORTH
10/17/2017,G2
10/17/2017,NORTH
10/17/2017,G2
10/17/2017,NIP
10/17/2017,NIP
10/17/2017,RENEGADES
10/17/2017,SK
10/16/2017,LIQUID
10/16/2017,LIQUID
10/16/2017,G2
10/16/2017,VIRTUS.PRO
10/15/2017,SK
10/15/2017,SK
10/15/2017,ENVY
10/15/2017,HEROIC
10/15/2017,MOUSESPORTS
10/15/2017,SPACE SOLDIERS
10/14/2017,FAZE
10/12/2017,FAZE
10/12/2017,ASTRALIS
10/12/2017,NIP
10/11/2017,LIQUID
10/11/2017,NORTH
10/11/2017,FAZE
10/11/2017,NIP
10/11/2017,MOUSESPORTS
10/10/2017,ASTRALIS
10/10/2017,CLOUD9
10/8/2017,MOUSESPORTS
10/8/2017,NIP
10/8/2017,ENVY
10/8/2017,NIP
10/8/2017,HEROIC
10/8/2017,FAZE
10/8/2017,FAZE
10/8/2017,NIP
10/8/2017,SK
10/7/2017,SK
10/7/2017,FNATIC
10/7/2017,FNATIC
10/7/2017,MOUSESPORTS
10/7/2017,ENVY
10/7/2017,MOUSESPORTS
10/7/2017,VIRTUS.PRO
10/6/2017,ASTRALIS
10/6/2017,HEROIC
10/6/2017,FAZE
10/6/2017,MOUSESPORTS
10/6/2017,FNATIC
10/6/2017,G2
10/6/2017,FAZE
10/6/2017,G2
10/6/2017,HELLRAISERS
10/6/2017,FAZE
10/5/2017,LIQUID
10/5/2017,NIP
10/5/2017,MOUSESPORTS
10/5/2017,HELLRAISERS
10/5/2017,ASTRALIS
10/5/2017,ASTRALIS
10/5/2017,HELLRAISERS
10/5/2017,FAZE
10/5/2017,HELLRAISERS
10/4/2017,SK
10/4/2017,FAZE
10/4/2017,NORTH
10/4/2017,ASTRALIS
10/4/2017,BIG
10/4/2017,NIP
10/3/2017,MOUSESPORTS
10/3/2017,SPACE SOLDIERS
10/3/2017,NIP
10/3/2017,MOUSESPORTS
10/3/2017,NIP
10/3/2017,ENVY
10/3/2017,ENVY
10/3/2017,FAZE
10/2/2017,RENEGADES
10/2/2017,NIP
10/2/2017,ENVY
10/2/2017,ENVY
10/2/2017,ENVY
10/2/2017,MOUSESPORTS
10/1/2017,RENEGADES
10/1/2017,SPACE SOLDIERS
9/30/2017,HEROIC
9/30/2017,SK
9/30/2017,ASTRALIS
9/29/2017,HEROIC
9/29/2017,ASTRALIS
9/29/2017,VIRTUS.PRO
9/28/2017,FAZE
9/28/2017,NIP
9/27/2017,NIP
9/27/2017,NIP
9/27/2017,ENVY
9/27/2017,FNATIC
9/27/2017,NATUS VINCERE
9/27/2017,FNATIC
9/27/2017,FAZE
9/27/2017,SK
9/26/2017,CLG
9/26/2017,FNATIC
9/26/2017,NORTH
9/26/2017,FNATIC
9/26/2017,NORTH
9/26/2017,HELLRAISERS
9/26/2017,HELLRAISERS
9/26/2017,HEROIC
9/25/2017,HELLRAISERS
9/24/2017,HEROIC
9/24/2017,FNATIC
9/23/2017,ENVY
9/23/2017,NIP
9/23/2017,CLOUD9
9/22/2017,CLOUD9
9/22/2017,ENVY
9/21/2017,FAZE
9/20/2017,HEROIC
9/19/2017,IMMORTALS
9/18/2017,HELLRAISERS
9/17/2017,FAZE
9/16/2017,FNATIC
9/16/2017,FAZE
9/16/2017,FNATIC
9/16/2017,LIQUID
9/16/2017,NORTH
9/15/2017,LIQUID
9/15/2017,NORTH
9/15/2017,IMMORTALS
9/15/2017,CLOUD9
9/15/2017,LIQUID
9/15/2017,NATUS VINCERE
9/15/2017,FAZE
9/15/2017,SK
9/15/2017,CLOUD9
9/15/2017,ASTRALIS
9/15/2017,SK
9/15/2017,FAZE
9/14/2017,HEROIC
9/12/2017,BIG
9/12/2017,BIG
9/10/2017,MOUSESPORTS
9/10/2017,NORTH
9/10/2017,NORTH
9/10/2017,SK
9/9/2017,G2
9/9/2017,LIQUID
9/9/2017,G2
9/9/2017,MOUSESPORTS
9/9/2017,LIQUID
9/9/2017,FAZE
9/8/2017,IMMORTALS
9/8/2017,NATUS VINCERE
9/8/2017,FAZE
9/8/2017,MOUSESPORTS
9/8/2017,BIG
9/8/2017,MOUSESPORTS
9/7/2017,SK
9/7/2017,FNATIC
9/7/2017,FNATIC
9/7/2017,SK
9/7/2017,NIP
9/7/2017,GAMBIT
9/7/2017,NIP
9/7/2017,VIRTUS.PRO
9/7/2017,VIRTUS.PRO
9/7/2017,LIQUID
9/6/2017,NORTH
9/6/2017,HELLRAISERS
9/5/2017,ASTRALIS
9/5/2017,ASTRALIS
9/5/2017,GAMBIT
9/4/2017,SPACE SOLDIERS
9/3/2017,G2
9/3/2017,NORTH
9/3/2017,SPACE SOLDIERS
9/3/2017,G2
9/2/2017,NORTH
9/2/2017,GAMBIT
9/2/2017,NIP
9/2/2017,MOUSESPORTS
9/2/2017,HEROIC
9/2/2017,G2
9/1/2017,IMMORTALS
9/1/2017,GAMBIT
9/1/2017,SK
8/31/2017,G2
8/31/2017,NIP
8/31/2017,ASTRALIS
8/31/2017,NORTH
8/30/2017,FAZE
8/30/2017,FNATIC
8/30/2017,G2
8/30/2017,NIP
8/30/2017,GAMBIT
8/30/2017,IMMORTALS
8/30/2017,NORTH
8/30/2017,NATUS VINCERE
8/29/2017,SPACE SOLDIERS
8/27/2017,NIP
8/27/2017,NATUS VINCERE
8/27/2017,MOUSESPORTS
8/27/2017,G2
8/27/2017,HEROIC
8/26/2017,NORTH
8/26/2017,NORTH
8/26/2017,NATUS VINCERE
8/26/2017,FNATIC
8/25/2017,HEROIC
8/25/2017,NORTH
8/25/2017,HEROIC
8/25/2017,NORTH
8/25/2017,FAZE
8/25/2017,SK
8/24/2017,IMMORTALS
8/24/2017,BIG
8/24/2017,ASTRALIS
8/24/2017,FAZE
8/24/2017,ASTRALIS
8/24/2017,ENVY
8/24/2017,ENVY
8/23/2017,FAZE
8/23/2017,MOUSESPORTS
8/23/2017,BIG
8/23/2017,G2
8/23/2017,G2
8/23/2017,HELLRAISERS
8/22/2017,SK
8/22/2017,LIQUID
8/22/2017,FNATIC
8/22/2017,FNATIC
8/22/2017,HEROIC
8/22/2017,FAZE
8/22/2017,HEROIC
8/22/2017,FAZE
8/20/2017,ENVY
8/20/2017,GAMBIT
8/20/2017,ENVY
8/19/2017,BIG
8/19/2017,GAMBIT
8/19/2017,ENVY
8/17/2017,HELLRAISERS
7/23/2017,ENVY
7/23/2017,GAMBIT
7/23/2017,HEROIC
7/22/2017,IMMORTALS
7/22/2017,GAMBIT
7/22/2017,VIRTUS.PRO
7/22/2017,HEROIC
7/21/2017,IMMORTALS
7/21/2017,ASTRALIS
7/21/2017,GAMBIT
7/19/2017,VIRTUS.PRO
7/19/2017,FNATIC
7/19/2017,SK
7/19/2017,NORTH
7/19/2017,ASTRALIS
7/19/2017,FNATIC
7/19/2017,CLOUD9
7/18/2017,BIG
7/18/2017,GAMBIT
7/18/2017,ASTRALIS
7/18/2017,G2
7/18/2017,IMMORTALS
7/18/2017,NORTH
7/17/2017,VIRTUS.PRO
7/17/2017,SK
7/17/2017,GAMBIT
7/17/2017,BIG
7/17/2017,MOUSESPORTS
7/17/2017,NORTH
7/16/2017,ASTRALIS
7/16/2017,G2
7/16/2017,CLOUD9
7/16/2017,BIG
7/16/2017,SK
7/16/2017,GAMBIT
7/15/2017,NIP
7/13/2017,NIP
7/11/2017,ENVY
7/9/2017,SK
7/8/2017,SK
7/8/2017,CLOUD9
7/7/2017,SK
7/7/2017,FAZE
7/7/2017,CLOUD9
7/7/2017,NATUS VINCERE
7/6/2017,FAZE
7/6/2017,CLOUD9
7/6/2017,SK
7/6/2017,OPTIC
7/6/2017,G2
7/6/2017,NATUS VINCERE
7/6/2017,CLOUD9
7/5/2017,LIQUID
7/5/2017,NIP
7/5/2017,FAZE
7/5/2017,G2
7/5/2017,SK
7/4/2017,NIP
7/4/2017,LIQUID
7/4/2017,MOUSESPORTS
7/4/2017,NATUS VINCERE
7/4/2017,SK
7/4/2017,LIQUID
7/4/2017,OPTIC
7/4/2017,NIP
7/4/2017,IMMORTALS
7/4/2017,MOUSESPORTS
7/2/2017,IMMORTALS
7/2/2017,BIG
7/1/2017,LIQUID
7/1/2017,MOUSESPORTS
7/1/2017,BIG
6/30/2017,G2
6/30/2017,PENTA
6/29/2017,CLOUD9
6/29/2017,PENTA
6/29/2017,G2
6/25/2017,SK
6/25/2017,SK
6/25/2017,FAZE
6/24/2017,ASTRALIS
6/24/2017,FAZE
6/24/2017,LIQUID
6/24/2017,G2
6/23/2017,CLOUD9
6/23/2017,ASTRALIS
6/23/2017,CLOUD9
6/23/2017,SK
6/23/2017,SK
6/23/2017,FAZE
6/19/2017,SK
6/19/2017,FNATIC
6/19/2017,SK
6/18/2017,VIRTUS.PRO
6/18/2017,FNATIC
6/18/2017,VIRTUS.PRO
6/18/2017,SK
6/18/2017,GAMBIT
6/17/2017,CLG
6/17/2017,IMMORTALS
6/17/2017,FNATIC
6/17/2017,IMMORTALS
6/17/2017,CLG
6/17/2017,ASTRALIS
6/11/2017,CLOUD9
6/11/2017,CLOUD9
6/10/2017,IMMORTALS
6/10/2017,IMMORTALS
6/9/2017,CLOUD9
6/8/2017,G2
6/8/2017,G2
6/8/2017,FAZE
6/8/2017,MOUSESPORTS
6/7/2017,NIP
6/7/2017,G2
6/6/2017,CLG
6/6/2017,CLG
6/4/2017,G2
6/3/2017,NORTH
6/3/2017,G2
6/1/2017,SK
5/31/2017,LIQUID
5/31/2017,OPTIC
5/31/2017,MOUSESPORTS
5/31/2017,NORTH
5/31/2017,MOUSESPORTS
5/31/2017,SK
5/31/2017,G2
5/31/2017,IMMORTALS
5/31/2017,G2
5/31/2017,IMMORTALS
5/31/2017,FNATIC
5/30/2017,NORTH
5/30/2017,LIQUID
5/30/2017,MOUSESPORTS
5/30/2017,NORTH
5/30/2017,NATUS VINCERE
5/30/2017,SK
5/30/2017,SK
5/30/2017,CLOUD9
5/30/2017,SK
5/28/2017,SK
5/28/2017,IMMORTALS
5/28/2017,LIQUID
5/28/2017,CLOUD9
5/28/2017,NIP
5/28/2017,NIP
5/28/2017,FAZE
5/28/2017,ASTRALIS
5/27/2017,IMMORTALS
5/27/2017,IMMORTALS
5/26/2017,SK
5/26/2017,CLOUD9
5/26/2017,FAZE
5/26/2017,FNATIC
5/25/2017,SK
5/25/2017,SK
5/25/2017,G2
5/25/2017,G2
5/25/2017,ASTRALIS
5/25/2017,MOUSESPORTS
5/24/2017,FNATIC
5/24/2017,FNATIC
5/23/2017,SK
5/23/2017,SK
5/23/2017,FNATIC
5/23/2017,ASTRALIS
5/21/2017,LIQUID
5/20/2017,LIQUID
5/18/2017,IMMORTALS
5/18/2017,OPTIC
5/18/2017,FAZE
5/18/2017,FAZE
5/16/2017,CLOUD9
5/16/2017,OPTIC
5/14/2017,CLOUD9
5/14/2017,CLOUD9
5/14/2017,MISFITS
5/13/2017,CLG
5/12/2017,CLG
5/11/2017,CLG
5/11/2017,NATUS VINCERE
5/11/2017,G2
5/11/2017,NIP
5/11/2017,FNATIC
5/11/2017,NORTH
5/11/2017,HEROIC
5/11/2017,NIP
5/11/2017,FNATIC
5/11/2017,NORTH
5/11/2017,G2
5/11/2017,LIQUID
5/10/2017,CLOUD9
5/10/2017,CLOUD9
5/10/2017,MOUSESPORTS
5/10/2017,G2
5/10/2017,FNATIC
5/10/2017,FAZE
5/10/2017,FNATIC
5/10/2017,HELLRAISERS
5/9/2017,OPTIC
5/8/2017,G2
5/8/2017,G2
5/7/2017,SK
5/6/2017,MOUSESPORTS
5/6/2017,MOUSESPORTS
5/6/2017,FAZE
5/6/2017,SK
5/4/2017,LIQUID
5/4/2017,LIQUID
5/4/2017,MOUSESPORTS
5/4/2017,VIRTUS.PRO
5/4/2017,FAZE
5/4/2017,SK
5/4/2017,FAZE
5/3/2017,CLG
5/3/2017,LIQUID
5/3/2017,NIP
5/3/2017,FNATIC
5/3/2017,NIP
5/3/2017,MOUSESPORTS
5/3/2017,ASTRALIS
5/3/2017,SK
5/3/2017,NORTH
5/2/2017,MOUSESPORTS
5/2/2017,GODSENT
4/30/2017,GAMBIT
4/30/2017,GAMBIT
4/30/2017,IMMORTALS
4/30/2017,G2
4/29/2017,HEROIC
4/29/2017,G2
4/28/2017,IMMORTALS
4/28/2017,GAMBIT
4/28/2017,CLOUD9
4/28/2017,GAMBIT
4/28/2017,IMMORTALS
4/27/2017,MOUSESPORTS
4/27/2017,MOUSESPORTS
4/27/2017,IMMORTALS
4/27/2017,LIQUID
4/26/2017,FNATIC
4/26/2017,NORTH
4/26/2017,ASTRALIS
4/26/2017,NORTH
4/26/2017,VIRTUS.PRO
4/26/2017,FAZE
4/26/2017,G2
4/26/2017,FAZE
4/25/2017,FAZE
4/25/2017,FAZE
4/25/2017,MOUSESPORTS
4/25/2017,G2
4/25/2017,FAZE
4/25/2017,MOUSESPORTS
4/25/2017,G2
4/25/2017,FAZE
4/23/2017,SK
4/23/2017,GAMBIT
4/23/2017,OPTIC
4/22/2017,SK
4/22/2017,OPTIC
4/22/2017,CLOUD9
4/22/2017,GAMBIT
4/21/2017,SK
4/21/2017,LIQUID
4/20/2017,NORTH
4/20/2017,NORTH
4/19/2017,HEROIC
4/19/2017,HEROIC
4/19/2017,NATUS VINCERE
4/19/2017,G2
4/18/2017,NIP
4/18/2017,ASTRALIS
4/18/2017,MOUSESPORTS
4/18/2017,FAZE
4/16/2017,SK
4/16/2017,OPTIC
4/16/2017,ASTRALIS
4/16/2017,G2
4/15/2017,CLOUD9
4/15/2017,IMMORTALS
4/15/2017,OPTIC
4/15/2017,CLG
4/15/2017,VIRTUS.PRO
4/15/2017,ASTRALIS
4/14/2017,LIQUID
4/14/2017,LIQUID
4/14/2017,ASTRALIS
4/14/2017,NIP
4/14/2017,LIQUID
4/14/2017,SK
4/13/2017,IMMORTALS
4/13/2017,IMMORTALS
4/13/2017,FAZE
4/13/2017,G2
4/13/2017,FAZE
4/13/2017,FNATIC
4/13/2017,NIP
4/13/2017,FNATIC
4/13/2017,VIRTUS.PRO
4/13/2017,CLOUD9
4/13/2017,SK
4/12/2017,LIQUID
4/12/2017,LIQUID
4/12/2017,G2
4/12/2017,ASTRALIS
4/12/2017,G2
4/12/2017,ASTRALIS
4/12/2017,NATUS VINCERE
4/12/2017,NATUS VINCERE
4/11/2017,HEROIC
4/11/2017,FNATIC
4/9/2017,FAZE
4/9/2017,ASTRALIS
4/9/2017,FAZE
4/8/2017,NATUS VINCERE
4/8/2017,HELLRAISERS
4/8/2017,FAZE
4/7/2017,FNATIC
4/7/2017,FAZE
4/7/2017,ASTRALIS
4/7/2017,HELLRAISERS
4/7/2017,NORTH
4/7/2017,FNATIC
4/6/2017,ASTRALIS
4/6/2017,G2
4/6/2017,NIP
4/6/2017,NATUS VINCERE
4/6/2017,FAZE
4/5/2017,SK
4/5/2017,NATUS VINCERE
4/5/2017,G2
4/5/2017,NORTH
4/5/2017,FAZE
4/4/2017,G2
4/4/2017,FNATIC
4/4/2017,HELLRAISERS
4/4/2017,NORTH
4/2/2017,CLOUD9
4/2/2017,OPTIC
4/2/2017,HELLRAISERS
3/30/2017,G2
3/30/2017,FAZE
3/30/2017,G2
3/30/2017,FNATIC
3/30/2017,NORTH
3/30/2017,HELLRAISERS
3/29/2017,ASTRALIS
3/29/2017,ASTRALIS
3/29/2017,NIP
3/29/2017,NATUS VINCERE
3/29/2017,G2
3/29/2017,CLOUD9
3/29/2017,CLOUD9
3/28/2017,SK
3/28/2017,OPTIC
3/28/2017,MOUSESPORTS
3/28/2017,HEROIC
3/28/2017,HELLRAISERS
3/28/2017,NATUS VINCERE
3/27/2017,HELLRAISERS
3/26/2017,FNATIC
3/26/2017,HELLRAISERS
3/23/2017,G2
3/23/2017,FAZE
3/23/2017,ASTRALIS
3/23/2017,G2
3/23/2017,NORTH
3/23/2017,VIRTUS.PRO
3/23/2017,NORTH
3/23/2017,VIRTUS.PRO
3/22/2017,HELLRAISERS
3/22/2017,HELLRAISERS
3/22/2017,NATUS VINCERE
3/22/2017,NORTH
3/21/2017,NIP
3/21/2017,NIP
3/21/2017,HELLRAISERS
3/21/2017,NATUS VINCERE
3/21/2017,HELLRAISERS
3/21/2017,GAMBIT
3/21/2017,NATUS VINCERE
3/20/2017,FNATIC
3/16/2017,ASTRALIS
3/16/2017,FNATIC
3/16/2017,ASTRALIS
3/16/2017,NATUS VINCERE
3/15/2017,NIP
3/15/2017,ASTRALIS
3/15/2017,NIP
3/15/2017,NORTH
3/15/2017,HELLRAISERS
3/15/2017,VIRTUS.PRO
3/15/2017,HEROIC
3/15/2017,FNATIC
3/15/2017,IMMORTALS
3/14/2017,NORTH
3/13/2017,NORTH
3/13/2017,GAMBIT
3/12/2017,GODSENT
3/12/2017,NORTH
3/9/2017,FAZE
3/9/2017,KINGUIN
3/9/2017,MOUSESPORTS
3/9/2017,MOUSESPORTS
3/9/2017,FAZE
3/8/2017,NORTH
3/8/2017,GAMBIT
3/8/2017,NORTH
3/8/2017,IMMORTALS
3/8/2017,CLOUD9
3/7/2017,HEROIC
3/7/2017,G2
3/5/2017,ASTRALIS
3/4/2017,ASTRALIS
3/3/2017,ASTRALIS
3/2/2017,HEROIC
3/2/2017,NATUS VINCERE
3/2/2017,SK
3/2/2017,NORTH
3/2/2017,HEROIC
3/2/2017,VIRTUS.PRO
3/2/2017,NORTH
3/2/2017,VIRTUS.PRO
3/2/2017,SK
3/2/2017,NORTH
3/2/2017,CLOUD9
3/2/2017,HEROIC
3/2/2017,NATUS VINCERE
3/2/2017,CLOUD9
3/2/2017,NATUS VINCERE
3/1/2017,FAZE
3/1/2017,NIP
3/1/2017,ASTRALIS
3/1/2017,FAZE
3/1/2017,ASTRALIS
3/1/2017,FAZE
3/1/2017,FNATIC
3/1/2017,ASTRALIS
3/1/2017,FAZE
3/1/2017,ASTRALIS
3/1/2017,FNATIC
2/23/2017,MOUSESPORTS
2/23/2017,MOUSESPORTS
2/23/2017,OPTIC
2/23/2017,IMMORTALS
2/22/2017,FNATIC
2/22/2017,FLIPSID3
2/20/2017,VIRTUS.PRO
2/19/2017,SK
2/19/2017,VIRTUS.PRO
2/19/2017,SK
2/18/2017,ASTRALIS
2/18/2017,VIRTUS.PRO
2/18/2017,NORTH
2/17/2017,NIP
2/17/2017,VIRTUS.PRO
2/17/2017,NORTH
2/17/2017,SK
2/16/2017,GAMBIT
2/16/2017,ASTRALIS
2/16/2017,MOUSESPORTS
2/15/2017,CLOUD9
2/15/2017,GAMBIT
2/15/2017,OPTIC
2/12/2017,GAMBIT
2/9/2017,VIRTUS.PRO
2/9/2017,GAMBIT
2/9/2017,KINGUIN
2/8/2017,NORTH
2/8/2017,NORTH
2/8/2017,MOUSESPORTS
2/8/2017,VIRTUS.PRO
2/8/2017,FLIPSID3
2/8/2017,NATUS VINCERE
2/8/2017,MOUSESPORTS
2/8/2017,SK
2/8/2017,SK
2/7/2017,ASTRALIS
2/7/2017,MOUSESPORTS
2/7/2017,ASTRALIS
2/7/2017,NATUS VINCERE
2/5/2017,IMMORTALS
2/4/2017,IMMORTALS
2/4/2017,FNATIC
2/4/2017,FNATIC
2/4/2017,G2
1/29/2017,ASTRALIS
1/28/2017,VIRTUS.PRO
1/28/2017,ASTRALIS
1/28/2017,SK
1/28/2017,VIRTUS.PRO
1/27/2017,FNATIC
1/27/2017,ASTRALIS
1/26/2017,ASTRALIS
1/26/2017,FAZE
1/25/2017,NORTH
1/25/2017,GAMBIT
1/25/2017,SK
1/25/2017,GODSENT
1/25/2017,LIQUID
1/25/2017,FNATIC
1/25/2017,NORTH
1/24/2017,OPTIC
1/24/2017,FAZE
1/24/2017,NATUS VINCERE
1/24/2017,ASTRALIS
1/24/2017,VIRTUS.PRO
1/24/2017,NORTH
1/24/2017,ENVY
1/24/2017,FNATIC
1/23/2017,VIRTUS.PRO
1/23/2017,GAMBIT
1/23/2017,ASTRALIS
1/23/2017,FNATIC
1/23/2017,LIQUID
1/23/2017,SK
1/23/2017,NATUS VINCERE
1/23/2017,MOUSESPORTS
1/22/2017,FAZE
1/22/2017,GODSENT
1/22/2017,ENVY
1/22/2017,NATUS VINCERE
1/22/2017,VIRTUS.PRO
1/22/2017,SK
1/22/2017,G2
1/22/2017,GAMBIT
1/16/2017,RENEGADES
1/13/2017,ENVY
1/9/2017,MOUSESPORTS
1/9/2017,FNATIC
12/15/2018,ASTRALIS
12/15/2018,MIBR
12/15/2018,ASTRALIS
12/15/2018,ASTRALIS
12/15/2018,MIBR
12/14/2018,ASTRALIS
12/14/2018,MIBR
12/14/2018,NATUS VINCERE
12/14/2018,ASTRALIS
12/13/2018,ENCE
12/13/2018,ENCE
12/12/2018,OPTIC
12/9/2018,ASTRALIS
12/8/2018,LIQUID
12/8/2018,ASTRALIS
12/7/2018,LIQUID
12/7/2018,MOUSESPORTS
12/6/2018,MIBR
12/6/2018,ASTRALIS
12/5/2018,MOUSESPORTS
12/5/2018,MIBR
12/5/2018,RENEGADES
12/4/2018,LIQUID
12/4/2018,ASTRALIS
12/4/2018,NRG
12/4/2018,HELLRAISERS
12/2/2018,LIQUID
12/2/2018,BIG
12/2/2018,ENCE
12/1/2018,LIQUID
12/1/2018,NRG
12/1/2018,ENCE
11/30/2018,HEROIC
11/30/2018,HEROIC
11/29/2018,LIQUID
11/25/2018,ASTRALIS
11/24/2018,MIBR
11/24/2018,ASTRALIS
11/24/2018,NORTH
11/23/2018,ASTRALIS
11/23/2018,NRG
11/23/2018,NIP
11/22/2018,MIBR
11/22/2018,NORTH
11/22/2018,NIP
11/22/2018,MIBR
11/15/2018,MIBR
11/14/2018,MIBR
11/14/2018,NIP
11/14/2018,HELLRAISERS
11/14/2018,HEROIC
11/14/2018,HELLRAISERS
11/14/2018,MOUSESPORTS
11/14/2018,HEROIC
11/14/2018,G2
11/14/2018,MOUSESPORTS
11/14/2018,MOUSESPORTS
11/14/2018,LDLC
11/14/2018,FNATIC
11/14/2018,OPTIC
11/14/2018,NIP
11/14/2018,LDLC
11/13/2018,NIP
11/13/2018,NIP
11/13/2018,HELLRAISERS
11/13/2018,HEROIC
11/11/2018,ASTRALIS
11/11/2018,LIQUID
11/9/2018,ASTRALIS
11/8/2018,RENEGADES
11/8/2018,RENEGADES
11/8/2018,FAZE
11/8/2018,NIP
11/8/2018,G2
11/8/2018,MOUSESPORTS
11/8/2018,MIBR
11/8/2018,LIQUID
11/8/2018,MIBR
11/7/2018,NRG
11/7/2018,BIG
11/7/2018,FAZE
11/6/2018,ASTRALIS
11/6/2018,MOUSESPORTS
11/6/2018,MIBR
11/6/2018,NORTH
11/4/2018,NRG
11/4/2018,OPTIC
11/4/2018,OPTIC
11/3/2018,NRG
11/3/2018,COMPLEXITY
11/3/2018,NATUS VINCERE
11/3/2018,NATUS VINCERE
11/3/2018,FAZE
11/3/2018,NATUS VINCERE
11/3/2018,ASTRALIS
11/3/2018,NATUS VINCERE
11/3/2018,NIP
11/3/2018,COMPLEXITY
11/2/2018,BIG
11/2/2018,NIP
11/2/2018,FAZE
11/2/2018,ASTRALIS
11/2/2018,NIP
11/2/2018,NRG
11/2/2018,BIG
11/1/2018,HEROIC
11/1/2018,OPTIC
11/1/2018,FAZE
11/1/2018,FAZE
10/31/2018,ASTRALIS
10/31/2018,NIP
10/31/2018,NORTH
10/31/2018,FAZE
10/31/2018,NIP
10/31/2018,NIP
10/31/2018,NATUS VINCERE
10/31/2018,HELLRAISERS
10/30/2018,NORTH
10/30/2018,MOUSESPORTS
10/30/2018,HELLRAISERS
10/30/2018,NIP
10/30/2018,MOUSESPORTS
10/30/2018,NORTH
10/28/2018,FAZE
10/28/2018,FAZE
10/27/2018,FAZE
10/25/2018,NATUS VINCERE
10/23/2018,HELLRAISERS
10/23/2018,ASTRALIS
10/23/2018,ASTRALIS
10/23/2018,NATUS VINCERE
10/23/2018,FAZE
10/22/2018,ASTRALIS
10/22/2018,ASTRALIS
10/22/2018,FAZE
10/22/2018,G2
